_id,AnnoA,ClasseNUMERO,ClasseNOME,SESSO,Isc
1410,2018/2019,84/S,Specialistiche in scienze economico-aziendali,F,94
1411,2018/2019,84/S,Specialistiche in scienze economico-aziendali,M,89
1412,2018/2019,86/S,Specialistiche in scienze geologiche,F,4
1413,2018/2019,86/S,Specialistiche in scienze geologiche,M,3
1414,2018/2019,87/S,Specialistiche in scienze pedagogiche,F,27
1415,2018/2019,87/S,Specialistiche in scienze pedagogiche,M,4
1416,2018/2019,88/S,Specialistiche in scienze per la cooperazione allo sviluppo,F,3
1417,2018/2019,88/S,Specialistiche in scienze per la cooperazione allo sviluppo,M,3
1418,2018/2019,89/S,Specialistiche in sociologia,F,21
1419,2018/2019,89/S,Specialistiche in sociologia,M,6
1420,2018/2019,90/S,Specialistiche in statistica demografica e sociale,F,1
1421,2018/2019,90/S,Specialistiche in statistica demografica e sociale,M,2
1422,2018/2019,91/S,"Specialistiche in statistica economica, finanziaria ed attuariale",F,6
1423,2018/2019,91/S,"Specialistiche in statistica economica, finanziaria ed attuariale",M,2
1424,2018/2019,92/S,Specialistiche in statistica per la ricerca sperimentale,M,2
1425,2018/2019,93/S,Specialistiche in storia antica,M,1
1426,2018/2019,94/S,Specialistiche in storia contemporanea,F,8
1427,2018/2019,94/S,Specialistiche in storia contemporanea,M,4
1428,2018/2019,95/S,Specialistiche in storia dell'arte,F,33
1429,2018/2019,95/S,Specialistiche in storia dell'arte,M,2
1430,2018/2019,96/S,Specialistiche in storia della filosofia,F,10
1431,2018/2019,96/S,Specialistiche in storia della filosofia,M,6
1432,2018/2019,97/S,Specialistiche in storia medievale,F,3
1433,2018/2019,97/S,Specialistiche in storia medievale,M,4
1434,2018/2019,98/S,Specialistiche in storia moderna,F,3
1435,2018/2019,98/S,Specialistiche in storia moderna,M,1
1436,2018/2019,99/S,Specialistiche in studi europei,F,6
1437,2018/2019,99/S,Specialistiche in studi europei,M,3
1438,2018/2019,99999,Classe non definita,F,8946
1439,2018/2019,99999,Classe non definita,M,5955
1440,2018/2019,DS1,Scienze della difesa e della sicurezza,F,70
1441,2018/2019,DS1,Scienze della difesa e della sicurezza,M,266
1442,2018/2019,DS1/S,Specialistiche nelle scienze della difesa e della sicurezza,F,14
1443,2018/2019,DS1/S,Specialistiche nelle scienze della difesa e della sicurezza,M,104
1444,2018/2019,L/DS,Scienze della difesa e della sicurezza,F,242
1445,2018/2019,L/DS,Scienze della difesa e della sicurezza,M,686
1446,2018/2019,L/GASTR,"Scienze, culture e politiche della gastronomia",F,134
1447,2018/2019,L/GASTR,"Scienze, culture e politiche della gastronomia",M,165
1448,2018/2019,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,34636
1449,2018/2019,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,11582
1450,2018/2019,L/SNT2,Professioni sanitarie della riabilitazione,F,9055
1451,2018/2019,L/SNT2,Professioni sanitarie della riabilitazione,M,5156
1452,2018/2019,L/SNT3,Professioni sanitarie tecniche,F,5853
1453,2018/2019,L/SNT3,Professioni sanitarie tecniche,M,3574
1454,2018/2019,L/SNT4,Professioni sanitarie della prevenzione,F,1425
1455,2018/2019,L/SNT4,Professioni sanitarie della prevenzione,M,1154
1456,2018/2019,L-01,Beni culturali,F,15410
1457,2018/2019,L-01,Beni culturali,M,5092
1458,2018/2019,L-02,Biotecnologie,F,11429
1459,2018/2019,L-02,Biotecnologie,M,5992
1460,2018/2019,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",F,7398
1461,2018/2019,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",M,3884
1462,2018/2019,L-04,Disegno industriale,F,5910
1463,2018/2019,L-04,Disegno industriale,M,4293
1464,2018/2019,L-05,Filosofia,F,6178
1465,2018/2019,L-05,Filosofia,M,6586
1466,2018/2019,L-06,Geografia,F,315
1467,2018/2019,L-06,Geografia,M,372
1468,2018/2019,L-07,Ingegneria civile e ambientale,F,6035
1469,2018/2019,L-07,Ingegneria civile e ambientale,M,15472
1470,2018/2019,L-08,Ingegneria dell'informazione,F,11926
1471,2018/2019,L-08,Ingegneria dell'informazione,M,45356
1472,2018/2019,L-09,Ingegneria industriale,F,18845
1473,2018/2019,L-09,Ingegneria industriale,M,65163
1474,2018/2019,L-10,Lettere,F,23825
1475,2018/2019,L-10,Lettere,M,9271
1476,2018/2019,L-11,Lingue e culture moderne,F,39816
1477,2018/2019,L-11,Lingue e culture moderne,M,9652
1478,2018/2019,L-12,Mediazione linguistica,F,27352
1479,2018/2019,L-12,Mediazione linguistica,M,5911
1480,2018/2019,L-13,Scienze biologiche,F,20064
1481,2018/2019,L-13,Scienze biologiche,M,7693
1482,2018/2019,L-14,Scienze dei servizi giuridici,F,12810
1483,2018/2019,L-14,Scienze dei servizi giuridici,M,9909
1484,2018/2019,L-15,Scienze del turismo,F,7137
1485,2018/2019,L-15,Scienze del turismo,M,2813
1486,2018/2019,L-16,Scienze dell'amministrazione e dell'organizzazione,F,4904
1487,2018/2019,L-16,Scienze dell'amministrazione e dell'organizzazione,M,3856
1488,2018/2019,L-17,Scienze dell'architettura,F,5973
1489,2018/2019,L-17,Scienze dell'architettura,M,4831
1490,2018/2019,L-18,Scienze dell'economia e della gestione aziendale,F,56481
1491,2018/2019,L-18,Scienze dell'economia e della gestione aziendale,M,73958
1492,2018/2019,L-19,Scienze dell'educazione e della formazione,F,45171
1493,2018/2019,L-19,Scienze dell'educazione e della formazione,M,4843
1494,2018/2019,L-20,Scienze della comunicazione,F,25060
1495,2018/2019,L-20,Scienze della comunicazione,M,14668
1496,2018/2019,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",F,671
1497,2018/2019,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",M,1065
1498,2018/2019,L-22,Scienze delle attivit motorie e sportive,F,10947
1499,2018/2019,L-22,Scienze delle attivit motorie e sportive,M,26603
1500,2018/2019,L-23,Scienze e tecniche dell'edilizia,F,1674
1501,2018/2019,L-23,Scienze e tecniche dell'edilizia,M,2565
1502,2018/2019,L-24,Scienze e tecniche psicologiche,F,32409
1503,2018/2019,L-24,Scienze e tecniche psicologiche,M,10066
1504,2018/2019,L-25,Scienze e tecnologie agrarie e forestali,F,4218
1505,2018/2019,L-25,Scienze e tecnologie agrarie e forestali,M,10505
1506,2018/2019,L-26,Scienze e tecnologie alimentari,F,6703
1507,2018/2019,L-26,Scienze e tecnologie alimentari,M,6146
1508,2018/2019,L-27,Scienze e tecnologie chimiche,F,6153
1509,2018/2019,L-27,Scienze e tecnologie chimiche,M,6970
1510,2018/2019,L-28,Scienze e tecnologie della navigazione,F,152
1511,2018/2019,L-28,Scienze e tecnologie della navigazione,M,855
1512,2018/2019,L-29,Scienze e tecnologie farmaceutiche,F,5212
1513,2018/2019,L-29,Scienze e tecnologie farmaceutiche,M,1678
1514,2018/2019,L-30,Scienze e tecnologie fisiche,F,3939
1515,2018/2019,L-30,Scienze e tecnologie fisiche,M,8406
1516,2018/2019,L-31,Scienze e tecnologie informatiche,F,3388
1517,2018/2019,L-31,Scienze e tecnologie informatiche,M,24118
1518,2018/2019,L-32,Scienze e tecnologie per l'ambiente e la natura,F,4742
1519,2018/2019,L-32,Scienze e tecnologie per l'ambiente e la natura,M,4269
1520,2018/2019,L-33,Scienze economiche,F,16256
1521,2018/2019,L-33,Scienze economiche,M,22841
1522,2018/2019,L-34,Scienze geologiche,F,1419
1523,2018/2019,L-34,Scienze geologiche,M,2593
1524,2018/2019,L-35,Scienze matematiche,F,4875
1525,2018/2019,L-35,Scienze matematiche,M,4950
1526,2018/2019,L-36,Scienze politiche e delle relazioni internazionali,F,18563
1527,2018/2019,L-36,Scienze politiche e delle relazioni internazionali,M,20975
1528,2018/2019,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",F,1454
1529,2018/2019,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",M,904
1530,2018/2019,L-38,Scienze zootecniche e tecnologie delle produzioni animali,F,3751
1531,2018/2019,L-38,Scienze zootecniche e tecnologie delle produzioni animali,M,1522
1532,2018/2019,L-39,Servizio sociale,F,12345
1533,2018/2019,L-39,Servizio sociale,M,1384
1534,2018/2019,L-40,Sociologia,F,7004
1535,2018/2019,L-40,Sociologia,M,2819
1536,2018/2019,L-41,Statistica,F,1518
1537,2018/2019,L-41,Statistica,M,2361
1538,2018/2019,L-42,Storia,F,2771
1539,2018/2019,L-42,Storia,M,5169
1540,2018/2019,L-43,Diagnostica per la conservazione dei beni culturali,F,500
1541,2018/2019,L-43,Diagnostica per la conservazione dei beni culturali,M,133
1542,2018/2019,LM/DS,Scienze della difesa e della sicurezza,F,102
1543,2018/2019,LM/DS,Scienze della difesa e della sicurezza,M,481
1544,2018/2019,LM/GASTR,Scienze economiche  e sociali della gastronomia,F,21
1545,2018/2019,LM/GASTR,Scienze economiche  e sociali della gastronomia,M,20
1546,2018/2019,LM/SNT1,Scienze infermieristiche e ostetriche,F,2130
1547,2018/2019,LM/SNT1,Scienze infermieristiche e ostetriche,M,813
1548,2018/2019,LM/SNT2,Scienze riabilitative delle professioni sanitarie,F,850
1549,2018/2019,LM/SNT2,Scienze riabilitative delle professioni sanitarie,M,292
1550,2018/2019,LM/SNT3,Scienze delle professioni sanitarie tecniche,F,419
1551,2018/2019,LM/SNT3,Scienze delle professioni sanitarie tecniche,M,288
1552,2018/2019,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,F,245
1553,2018/2019,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,M,227
1554,2018/2019,LM-01,Antropologia culturale ed etnologia,F,958
1555,2018/2019,LM-01,Antropologia culturale ed etnologia,M,448
1556,2018/2019,LM-02,Archeologia,F,1743
1557,2018/2019,LM-02,Archeologia,M,848
1558,2018/2019,LM-03,Architettura del paesaggio,F,297
1559,2018/2019,LM-03,Architettura del paesaggio,M,199
1560,2018/2019,LM-04,Architettura e ingegneria edile-architettura,F,4618
1561,2018/2019,LM-04,Architettura e ingegneria edile-architettura,M,3489
1562,2018/2019,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),F,10897
1563,2018/2019,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),M,8181
1564,2018/2019,LM-05,Archivistica e biblioteconomia,F,309
1565,2018/2019,LM-05,Archivistica e biblioteconomia,M,84
1566,2018/2019,LM-06,Biologia,F,6852
1567,2018/2019,LM-06,Biologia,M,2613
1568,2018/2019,LM-07,Biotecnologie agrarie,F,266
1569,2018/2019,LM-07,Biotecnologie agrarie,M,241
1570,2018/2019,LM-08,Biotecnologie industriali,F,772
1571,2018/2019,LM-08,Biotecnologie industriali,M,591
1572,2018/2019,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",F,2956
1573,2018/2019,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",M,1057
1574,2018/2019,LM-10,Conservazione dei beni architettonici e ambientali,F,1
1575,2018/2019,LM-10,Conservazione dei beni architettonici e ambientali,M,1
1576,2018/2019,LM-11,Scienze per la conservazione dei beni culturali,F,249
1577,2018/2019,LM-11,Scienze per la conservazione dei beni culturali,M,66
1578,2018/2019,LM-12,Design,F,1951
1579,2018/2019,LM-12,Design,M,1116
1580,2018/2019,LM-13,Farmacia e farmacia industriale,F,27682
1581,2018/2019,LM-13,Farmacia e farmacia industriale,M,9996
1582,2018/2019,LM-14,Filologia moderna,F,7375
1583,2018/2019,LM-14,Filologia moderna,M,2269
1584,2018/2019,LM-15,"Filologia, letterature e storia dell'antichit",F,1356
1585,2018/2019,LM-15,"Filologia, letterature e storia dell'antichit",M,506
1586,2018/2019,LM-16,Finanza,F,893
1587,2018/2019,LM-16,Finanza,M,1841
1588,2018/2019,LM-17,Fisica,F,970
1589,2018/2019,LM-17,Fisica,M,2628
1590,2018/2019,LM-18,Informatica,F,621
1591,2018/2019,LM-18,Informatica,M,3303
1592,2018/2019,LM-19,Informazione e sistemi editoriali,F,1454
1593,2018/2019,LM-19,Informazione e sistemi editoriali,M,647
1594,2018/2019,LM-20,Ingegneria aerospaziale e astronautica,F,560
1595,2018/2019,LM-20,Ingegneria aerospaziale e astronautica,M,2910
1596,2018/2019,LM-21,Ingegneria biomedica,F,2617
1597,2018/2019,LM-21,Ingegneria biomedica,M,1869
1598,2018/2019,LM-22,Ingegneria chimica,F,1057
1599,2018/2019,LM-22,Ingegneria chimica,M,1436
1600,2018/2019,LM-23,Ingegneria civile,F,2504
1601,2018/2019,LM-23,Ingegneria civile,M,6371
1602,2018/2019,LM-24,Ingegneria dei sistemi edilizi,F,1304
1603,2018/2019,LM-24,Ingegneria dei sistemi edilizi,M,1629
1604,2018/2019,LM-25,Ingegneria dell'automazione,F,364
1605,2018/2019,LM-25,Ingegneria dell'automazione,M,2120
1606,2018/2019,LM-26,Ingegneria della sicurezza,F,309
1607,2018/2019,LM-26,Ingegneria della sicurezza,M,1270
1608,2018/2019,LM-27,Ingegneria delle telecomunicazioni,F,463
1609,2018/2019,LM-27,Ingegneria delle telecomunicazioni,M,1523
1610,2018/2019,LM-28,Ingegneria elettrica,F,268
1611,2018/2019,LM-28,Ingegneria elettrica,M,1684
1612,2018/2019,LM-29,Ingegneria elettronica,F,538
1613,2018/2019,LM-29,Ingegneria elettronica,M,2801
1614,2018/2019,LM-30,Ingegneria energetica e nucleare,F,737
1615,2018/2019,LM-30,Ingegneria energetica e nucleare,M,2620
1616,2018/2019,LM-31,Ingegneria gestionale,F,3590
1617,2018/2019,LM-31,Ingegneria gestionale,M,5841
1618,2018/2019,LM-32,Ingegneria informatica,F,1168
1619,2018/2019,LM-32,Ingegneria informatica,M,6548
1620,2018/2019,LM-33,Ingegneria meccanica,F,1356
1621,2018/2019,LM-33,Ingegneria meccanica,M,10519
1622,2018/2019,LM-34,Ingegneria navale,F,94
1623,2018/2019,LM-34,Ingegneria navale,M,343
1624,2018/2019,LM-35,Ingegneria per l'ambiente e il territorio,F,1303
1625,2018/2019,LM-35,Ingegneria per l'ambiente e il territorio,M,1811
1626,2018/2019,LM-36,Lingue e letterature dell'Africa e dell'Asia,F,729
1627,2018/2019,LM-36,Lingue e letterature dell'Africa e dell'Asia,M,198
1628,2018/2019,LM-37,Lingue e letterature moderne europee e americane,F,6588
1629,2018/2019,LM-37,Lingue e letterature moderne europee e americane,M,1159
1630,2018/2019,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,F,5894
1631,2018/2019,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,M,950
1632,2018/2019,LM-39,Linguistica,F,1586
1633,2018/2019,LM-39,Linguistica,M,380
1634,2018/2019,LM-40,Matematica,F,1624
1635,2018/2019,LM-40,Matematica,M,1567
1636,2018/2019,LM-41,Medicina e chirurgia,F,43771
1637,2018/2019,LM-41,Medicina e chirurgia,M,34531
1638,2018/2019,LM-42,Medicina veterinaria,F,3545
1639,2018/2019,LM-42,Medicina veterinaria,M,1495
1640,2018/2019,LM-43,Metodologie informatiche per le discipline umanistiche,F,165
1641,2018/2019,LM-43,Metodologie informatiche per le discipline umanistiche,M,104
1642,2018/2019,LM-44,Modellistica matematico-fisica per l'ingegneria,F,342
1643,2018/2019,LM-44,Modellistica matematico-fisica per l'ingegneria,M,778
1644,2018/2019,LM-45,Musicologia e beni musicali,F,369
1645,2018/2019,LM-45,Musicologia e beni musicali,M,283
1646,2018/2019,LM-46,Odontoiatria e protesi dentaria,F,3033
1647,2018/2019,LM-46,Odontoiatria e protesi dentaria,M,3194
1648,2018/2019,LM-47,Organizzazione e gestione dei servizi per lo sport e le attivit motorie,F,582
1649,2018/2019,LM-47,Organizzazione e gestione dei servizi per lo sport e le attivit motorie,M,1427
1650,2018/2019,LM-48,Pianificazione territoriale urbanistica e ambientale,F,382
1651,2018/2019,LM-48,Pianificazione territoriale urbanistica e ambientale,M,352
1652,2018/2019,LM-49,Progettazione e gestione dei sistemi turistici,F,1251
1653,2018/2019,LM-49,Progettazione e gestione dei sistemi turistici,M,381
1654,2018/2019,LM-50,Programmazione e gestione dei servizi educativi,F,2227
1655,2018/2019,LM-50,Programmazione e gestione dei servizi educativi,M,173
1656,2018/2019,LM-51,Psicologia,F,17015
1657,2018/2019,LM-51,Psicologia,M,4181
1658,2018/2019,LM-52,Relazioni internazionali,F,4307
1659,2018/2019,LM-52,Relazioni internazionali,M,2868
1660,2018/2019,LM-53,Scienza e ingegneria dei materiali,F,550
1661,2018/2019,LM-53,Scienza e ingegneria dei materiali,M,1231
1662,2018/2019,LM-54,Scienze chimiche,F,1481
1663,2018/2019,LM-54,Scienze chimiche,M,1561
1664,2018/2019,LM-55,Scienze cognitive,F,250
1665,2018/2019,LM-55,Scienze cognitive,M,104
1666,2018/2019,LM-56,Scienze dell'economia,F,5750
1667,2018/2019,LM-56,Scienze dell'economia,M,7572
1668,2018/2019,LM-57,Scienze dell'educazione degli adulti e della formazione continua,F,1365
1669,2018/2019,LM-57,Scienze dell'educazione degli adulti e della formazione continua,M,187
1670,2018/2019,LM-58,Scienze dell'universo,F,114
1671,2018/2019,LM-58,Scienze dell'universo,M,189
1672,2018/2019,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicit",F,3368
1673,2018/2019,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicit",M,1410
1674,2018/2019,LM-60,Scienze della natura,F,487
1675,2018/2019,LM-60,Scienze della natura,M,347
1676,2018/2019,LM-61,Scienze della nutrizione umana,F,3062
1677,2018/2019,LM-61,Scienze della nutrizione umana,M,1270
1678,2018/2019,LM-62,Scienze della politica,F,1430
1679,2018/2019,LM-62,Scienze della politica,M,1514
1680,2018/2019,LM-63,Scienze delle pubbliche amministrazioni,F,2270
1681,2018/2019,LM-63,Scienze delle pubbliche amministrazioni,M,1697
1682,2018/2019,LM-64,Scienze delle religioni,F,80
1683,2018/2019,LM-64,Scienze delle religioni,M,79
1684,2018/2019,LM-65,Scienze dello spettacolo e produzione multimediale,F,1611
1685,2018/2019,LM-65,Scienze dello spettacolo e produzione multimediale,M,843
1686,2018/2019,LM-66,Sicurezza informatica,F,48
1687,2018/2019,LM-66,Sicurezza informatica,M,232
1688,2018/2019,LM-67,Scienze e tecniche delle attivit motorie preventive e adattate,F,2236
1689,2018/2019,LM-67,Scienze e tecniche delle attivit motorie preventive e adattate,M,3228
1690,2018/2019,LM-68,Scienze e tecniche dello sport,F,554
1691,2018/2019,LM-68,Scienze e tecniche dello sport,M,1812
1692,2018/2019,LM-69,Scienze e tecnologie agrarie,F,948
1693,2018/2019,LM-69,Scienze e tecnologie agrarie,M,2120
1694,2018/2019,LM-70,Scienze e tecnologie alimentari,F,1640
1695,2018/2019,LM-70,Scienze e tecnologie alimentari,M,1161
1696,2018/2019,LM-71,Scienze e tecnologie della chimica industriale,F,328
1697,2018/2019,LM-71,Scienze e tecnologie della chimica industriale,M,484
1698,2018/2019,LM-72,Scienze e tecnologie della navigazione,F,29
1699,2018/2019,LM-72,Scienze e tecnologie della navigazione,M,79
1700,2018/2019,LM-73,Scienze e tecnologie forestali ed ambientali,F,357
1701,2018/2019,LM-73,Scienze e tecnologie forestali ed ambientali,M,591
